Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
08-08-2015,Roda JC Kerkrade,Heracles Almelo,3,1,Gewonnen
08-08-2015,Feyenoord,FC Utrecht,3,2,Gewonnen
09-08-2015,AZ,Ajax,0,3,Verloren
09-08-2015,Willem II,Vitesse,1,1,Gelijk
11-08-2015,ADO Den Haag,PSV,2,2,Gelijk
11-08-2015,sc Heerenveen,De Graafschap,3,1,Gewonnen
12-08-2015,FC Groningen,FC Twente,1,1,Gelijk
12-08-2015,PEC Zwolle,SC Cambuur,2,2,Gelijk
12-08-2015,NEC,SBV Excelsior,1,0,Gewonnen
14-08-2015,Vitesse,Roda JC Kerkrade,3,0,Gewonnen
15-08-2015,De Graafschap,PEC Zwolle,0,3,Verloren
15-08-2015,Ajax,Willem II,3,0,Gewonnen
15-08-2015,FC Twente,ADO Den Haag,1,4,Verloren
15-08-2015,SBV Excelsior,AZ,2,2,Gelijk
16-08-2015,PSV,FC Groningen,2,0,Gewonnen
16-08-2015,FC Utrecht,sc Heerenveen,1,1,Gelijk
16-08-2015,SC Cambuur,Feyenoord,0,2,Verloren
16-08-2015,Heracles Almelo,NEC,3,0,Gewonnen
21-08-2015,FC Groningen,SBV Excelsior,2,0,Gewonnen
22-08-2015,Roda JC Kerkrade,De Graafschap,1,0,Gewonnen
22-08-2015,sc Heerenveen,PSV,1,1,Gelijk
22-08-2015,SC Cambuur,Heracles Almelo,1,6,Verloren
23-08-2015,PEC Zwolle,FC Twente,2,1,Gewonnen
23-08-2015,AZ,Willem II,0,0,Gelijk
23-08-2015,ADO Den Haag,FC Utrecht,1,1,Gelijk
23-08-2015,NEC,Ajax,0,2,Verloren
23-08-2015,Feyenoord,Vitesse,2,0,Gewonnen
28-08-2015,Willem II,NEC,0,1,Verloren
29-08-2015,FC Utrecht,FC Groningen,2,0,Gewonnen
29-08-2015,sc Heerenveen,PEC Zwolle,1,1,Gelijk
29-08-2015,SBV Excelsior,De Graafschap,3,0,Gewonnen
29-08-2015,Heracles Almelo,FC Twente,2,0,Gewonnen
30-08-2015,Ajax,ADO Den Haag,4,0,Gewonnen
30-08-2015,AZ,Roda JC Kerkrade,0,1,Verloren
30-08-2015,Vitesse,SC Cambuur,4,1,Gewonnen
30-08-2015,PSV,Feyenoord,3,1,Gewonnen
12-09-2015,De Graafschap,AZ,1,3,Verloren
12-09-2015,Roda JC Kerkrade,NEC,0,0,Gelijk
12-09-2015,FC Twente,Ajax,2,2,Gelijk
12-09-2015,SC Cambuur,PSV,0,6,Verloren
12-09-2015,PEC Zwolle,SBV Excelsior,3,0,Gewonnen
13-09-2015,FC Groningen,sc Heerenveen,3,1,Gewonnen
13-09-2015,ADO Den Haag,Heracles Almelo,0,1,Verloren
13-09-2015,Feyenoord,Willem II,1,0,Gewonnen
13-09-2015,FC Utrecht,Vitesse,2,1,Gewonnen
18-09-2015,NEC,sc Heerenveen,2,0,Gewonnen
19-09-2015,SC Cambuur,FC Twente,0,0,Gelijk
19-09-2015,Heracles Almelo,PSV,2,1,Gewonnen
19-09-2015,PEC Zwolle,ADO Den Haag,2,1,Gewonnen
19-09-2015,Willem II,FC Utrecht,3,1,Gewonnen
20-09-2015,Roda JC Kerkrade,Feyenoord,1,1,Gelijk
20-09-2015,SBV Excelsior,Ajax,0,2,Verloren
20-09-2015,FC Groningen,AZ,2,0,Gewonnen
20-09-2015,Vitesse,De Graafschap,3,0,Gewonnen
26-09-2015,sc Heerenveen,Vitesse,0,0,Gelijk
26-09-2015,FC Utrecht,SC Cambuur,3,3,Gelijk
26-09-2015,Ajax,FC Groningen,2,0,Gewonnen
26-09-2015,AZ,Heracles Almelo,3,1,Gewonnen
26-09-2015,PSV,NEC,2,1,Gewonnen
27-09-2015,De Graafschap,Willem II,2,2,Gelijk
27-09-2015,Feyenoord,PEC Zwolle,2,0,Gewonnen
27-09-2015,ADO Den Haag,SBV Excelsior,3,3,Gelijk
27-09-2015,FC Twente,Roda JC Kerkrade,2,1,Gewonnen
02-10-2015,Heracles Almelo,sc Heerenveen,2,0,Gewonnen
03-10-2015,NEC,ADO Den Haag,4,1,Gewonnen
03-10-2015,Roda JC Kerkrade,SC Cambuur,1,1,Gelijk
03-10-2015,Willem II,PEC Zwolle,0,1,Verloren
03-10-2015,SBV Excelsior,FC Utrecht,1,0,Gewonnen
04-10-2015,De Graafschap,Feyenoord,1,2,Verloren
04-10-2015,Ajax,PSV,1,2,Verloren
04-10-2015,Vitesse,FC Groningen,5,0,Gewonnen
04-10-2015,AZ,FC Twente,3,1,Gewonnen
17-10-2015,SC Cambuur,AZ,1,1,Gelijk
17-10-2015,FC Groningen,Willem II,2,1,Gewonnen
17-10-2015,Heracles Almelo,Ajax,0,2,Verloren
17-10-2015,FC Utrecht,Roda JC Kerkrade,1,1,Gelijk
17-10-2015,PSV,SBV Excelsior,1,1,Gelijk
18-10-2015,FC Twente,NEC,1,0,Gewonnen
18-10-2015,sc Heerenveen,Feyenoord,2,5,Verloren
